asset_preview,asset_name,relative_path,classification,label,q_code,mass,thumbnail_path
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/Cardbox_D3/.thumbs/256x256/Cardbox_D3_physics.usd.png,Cardbox_D3_physics,Props/general/Cardbox_D3/Cardbox_D3_physics.usd,Prop general,Cardboard Box,Q1395006,1.0,Props/general/Cardbox_D3/.thumbs/256x256/Cardbox_D3_physics.usd.png
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/CornerRail_A1/.thumbs/256x256/CornerRail_A1_physics.usd.png,CornerRail_A1_physics,Props/general/CornerRail_A1/CornerRail_A1_physics.usd,Prop general,Guard Rail,Q3095365,5.0,Props/general/CornerRail_A1/.thumbs/256x256/CornerRail_A1_physics.usd.png
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/CubeBox_A03_21cm_PR_NVD_01/.thumbs/256x256/CubeBox_A03_21cm_PR_NVD_01_physics.usd.png,CubeBox_A03_21cm_PR_NVD_01_physics,Props/general/CubeBox_A03_21cm_PR_NVD_01/CubeBox_A03_21cm_PR_NVD_01_physics.usd,Prop general,Cardboard Box,Q1395006,0.5,Props/general/CubeBox_A03_21cm_PR_NVD_01/.thumbs/256x256/CubeBox_A03_21cm_PR_NVD_01_physics.usd.png
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/CubeBox_A07_52cm_PR_NVD_01/.thumbs/256x256/CubeBox_A07_52cm_PR_NVD_01_physics.usd.png,CubeBox_A07_52cm_PR_NVD_01_physics,Props/general/CubeBox_A07_52cm_PR_NVD_01/CubeBox_A07_52cm_PR_NVD_01_physics.usd,Prop general,Cardboard Box,Q1395006,5.0,Props/general/CubeBox_A07_52cm_PR_NVD_01/.thumbs/256x256/CubeBox_A07_52cm_PR_NVD_01_physics.usd.png
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/FlatBox_A05_26x26x11cm_PR_NVD_01/.thumbs/256x256/FlatBox_A05_26x26x11cm_PR_NVD_01_physics.usd.png,FlatBox_A05_26x26x11cm_PR_NVD_01_physics,Props/general/FlatBox_A05_26x26x11cm_PR_NVD_01/FlatBox_A05_26x26x11cm_PR_NVD_01_physics.usd,Prop general,Cardboard Box,Q1395006,0.5,Props/general/FlatBox_A05_26x26x11cm_PR_NVD_01/.thumbs/256x256/FlatBox_A05_26x26x11cm_PR_NVD_01_physics.usd.png
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/FlatBox_A12_56x56x20cm_PR_NVD_01/.thumbs/256x256/FlatBox_A12_56x56x20cm_PR_NVD_01_physics.usd.png,FlatBox_A12_56x56x20cm_PR_NVD_01_physics,Props/general/FlatBox_A12_56x56x20cm_PR_NVD_01/FlatBox_A12_56x56x20cm_PR_NVD_01_physics.usd,Prop general,Cardboard Box,Q1395006,0.5,Props/general/FlatBox_A12_56x56x20cm_PR_NVD_01/.thumbs/256x256/FlatBox_A12_56x56x20cm_PR_NVD_01_physics.usd.png
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/HeavyDutySteelShelving_A06_PR_NVD_01/.thumbs/256x256/HeavyDutySteelShelving_A06_PR_NVD_01_physics.usd.png,HeavyDutySteelShelving_A06_PR_NVD_01_physics,Props/general/HeavyDutySteelShelving_A06_PR_NVD_01/HeavyDutySteelShelving_A06_PR_NVD_01_physics.usd,Prop general,Rack with Shelves,Q2637814,150.0,Props/general/HeavyDutySteelShelving_A06_PR_NVD_01/.thumbs/256x256/HeavyDutySteelShelving_A06_PR_NVD_01_physics.usd.png
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/LongBox_A11_11x26x10xcm_PR_NVD_01/.thumbs/256x256/LongBox_A11_11x26x10xcm_PR_NVD_01_physics.usd.png,LongBox_A11_11x26x10xcm_PR_NVD_01_physics,Props/general/LongBox_A11_11x26x10xcm_PR_NVD_01/LongBox_A11_11x26x10xcm_PR_NVD_01_physics.usd,Prop general,Cardboard Box,Q1395006,0.5,Props/general/LongBox_A11_11x26x10xcm_PR_NVD_01/.thumbs/256x256/LongBox_A11_11x26x10xcm_PR_NVD_01_physics.usd.png
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/MetalFencing_A2/.thumbs/256x256/MetalFencing_A2_physics.usd.png,MetalFencing_A2_physics,Props/general/MetalFencing_A2/MetalFencing_A2_physics.usd,Prop general,Gate,Q53060,15.0,Props/general/MetalFencing_A2/.thumbs/256x256/MetalFencing_A2_physics.usd.png
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/MetalFencing_A3/.thumbs/256x256/MetalFencing_A3_physics.usd.png,MetalFencing_A3_physics,Props/general/MetalFencing_A3/MetalFencing_A3_physics.usd,Prop general,Gate,Q53060,20.0,Props/general/MetalFencing_A3/.thumbs/256x256/MetalFencing_A3_physics.usd.png
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/Pallet_A1/.thumbs/256x256/Pallet_A1_physics.usd.png,Pallet_A1_physics,Props/general/Pallet_A1/Pallet_A1_physics.usd,Prop general,Pallet,Q505996,25.0,Props/general/Pallet_A1/.thumbs/256x256/Pallet_A1_physics.usd.png
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/Pallet_B1/.thumbs/256x256/Pallet_B1_physics.usd.png,Pallet_B1_physics,Props/general/Pallet_B1/Pallet_B1_physics.usd,Prop general,Pallet,Q505996,25.0,Props/general/Pallet_B1/.thumbs/256x256/Pallet_B1_physics.usd.png
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/Pallet_C1/.thumbs/256x256/Pallet_C1_physics.usd.png,Pallet_C1_physics,Props/general/Pallet_C1/Pallet_C1_physics.usd,Prop general,Pallet,Q505996,25.0,Props/general/Pallet_C1/.thumbs/256x256/Pallet_C1_physics.usd.png
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/RackLargeEmpty_A1/.thumbs/256x256/RackLargeEmpty_A1_physics.usd.png,RackLargeEmpty_A1_physics,Props/general/RackLargeEmpty_A1/RackLargeEmpty_A1_physics.usd,Prop general,Rack with Shelves,Q2637814,200.0,Props/general/RackLargeEmpty_A1/.thumbs/256x256/RackLargeEmpty_A1_physics.usd.png
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/RackLargeEmpty_A2/.thumbs/256x256/RackLargeEmpty_A2_physics.usd.png,RackLargeEmpty_A2_physics,Props/general/RackLargeEmpty_A2/RackLargeEmpty_A2_physics.usd,Prop general,Rack with Shelves,Q2637814,100.0,Props/general/RackLargeEmpty_A2/.thumbs/256x256/RackLargeEmpty_A2_physics.usd.png
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/RackLongEmpty_A1/.thumbs/256x256/RackLongEmpty_A1_physics.usd.png,RackLongEmpty_A1_physics,Props/general/RackLongEmpty_A1/RackLongEmpty_A1_physics.usd,Prop general,Rack with Shelves,Q2637814,50.0,Props/general/RackLongEmpty_A1/.thumbs/256x256/RackLongEmpty_A1_physics.usd.png
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/RampLong_A1/.thumbs/256x256/RampLong_A1_physics.usd.png,RampLong_A1_physics,Props/general/RampLong_A1/RampLong_A1_physics.usd,Prop general,Guard Rail,Q3095365,50.0,Props/general/RampLong_A1/.thumbs/256x256/RampLong_A1_physics.usd.png
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/SMV_BlockPallet_C01_01_01/.thumbs/256x256/SMV_BlockPallet_C01_01_01_physics.usd.png,SMV_BlockPallet_C01_01_01_physics,Props/general/SMV_BlockPallet_C01_01_01/SMV_BlockPallet_C01_01_01_physics.usd,Prop general,Pallet,Q505996,25.0,Props/general/SMV_BlockPallet_C01_01_01/.thumbs/256x256/SMV_BlockPallet_C01_01_01_physics.usd.png
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/SM_ABCFireExtinguisher_A03_01/.thumbs/256x256/SM_ABCFireExtinguisher_A03_01_physics.usd.png,SM_ABCFireExtinguisher_A03_01_physics,Props/general/SM_ABCFireExtinguisher_A03_01/SM_ABCFireExtinguisher_A03_01_physics.usd,Prop general,Fire Extinguisher,Q190672,5.0,Props/general/SM_ABCFireExtinguisher_A03_01/.thumbs/256x256/SM_ABCFireExtinguisher_A03_01_physics.usd.png
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/SM_AluminiumMultiPurposeLadder_A03_01/.thumbs/256x256/SM_AluminiumMultiPurposeLadder_A03_01_physics.usd.png,SM_AluminiumMultiPurposeLadder_A03_01_physics,Props/general/SM_AluminiumMultiPurposeLadder_A03_01/SM_AluminiumMultiPurposeLadder_A03_01_physics.usd,Prop general,Ladder,Q168639,15.0,Props/general/SM_AluminiumMultiPurposeLadder_A03_01/.thumbs/256x256/SM_AluminiumMultiPurposeLadder_A03_01_physics.usd.png
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/SM_AluminiumMultiPurposeLadder_A05_01/.thumbs/256x256/SM_AluminiumMultiPurposeLadder_A05_01_physics.usd.png,SM_AluminiumMultiPurposeLadder_A05_01_physics,Props/general/SM_AluminiumMultiPurposeLadder_A05_01/SM_AluminiumMultiPurposeLadder_A05_01_physics.usd,Prop general,Ladder,Q168639,5.0,Props/general/SM_AluminiumMultiPurposeLadder_A05_01/.thumbs/256x256/SM_AluminiumMultiPurposeLadder_A05_01_physics.usd.png
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/SM_AluminiumStepDoubleLadder_A01_01/.thumbs/256x256/SM_AluminiumStepDoubleLadder_A01_01_physics.usd.png,SM_AluminiumStepDoubleLadder_A01_01_physics,Props/general/SM_AluminiumStepDoubleLadder_A01_01/SM_AluminiumStepDoubleLadder_A01_01_physics.usd,Prop general,Ladder,Q168639,10.0,Props/general/SM_AluminiumStepDoubleLadder_A01_01/.thumbs/256x256/SM_AluminiumStepDoubleLadder_A01_01_physics.usd.png
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/SM_AluminumStepLadder_A06_01_1/.thumbs/256x256/SM_AluminumStepLadder_A06_01_1_physics.usd.png,SM_AluminumStepLadder_A06_01_1_physics,Props/general/SM_AluminumStepLadder_A06_01_1/SM_AluminumStepLadder_A06_01_1_physics.usd,Prop general,Ladder,Q168639,7.0,Props/general/SM_AluminumStepLadder_A06_01_1/.thumbs/256x256/SM_AluminumStepLadder_A06_01_1_physics.usd.png
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/SM_AluminumStepLadder_B02_01/.thumbs/256x256/SM_AluminumStepLadder_B02_01_physics.usd.png,SM_AluminumStepLadder_B02_01_physics,Props/general/SM_AluminumStepLadder_B02_01/SM_AluminumStepLadder_B02_01_physics.usd,Prop general,Ladder,Q168639,7.0,Props/general/SM_AluminumStepLadder_B02_01/.thumbs/256x256/SM_AluminumStepLadder_B02_01_physics.usd.png
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/SM_AluminumStepLadder_B05_01/.thumbs/256x256/SM_AluminumStepLadder_B05_01_physics.usd.png,SM_AluminumStepLadder_B05_01_physics,Props/general/SM_AluminumStepLadder_B05_01/SM_AluminumStepLadder_B05_01_physics.usd,Prop general,Ladder,Q168639,10.0,Props/general/SM_AluminumStepLadder_B05_01/.thumbs/256x256/SM_AluminumStepLadder_B05_01_physics.usd.png
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/SM_AluminumStepLadder_C03_01_1/.thumbs/256x256/SM_AluminumStepLadder_C03_01_1_physics.usd.png,SM_AluminumStepLadder_C03_01_1_physics,Props/general/SM_AluminumStepLadder_C03_01_1/SM_AluminumStepLadder_C03_01_1_physics.usd,Prop general,Ladder,Q168639,7.0,Props/general/SM_AluminumStepLadder_C03_01_1/.thumbs/256x256/SM_AluminumStepLadder_C03_01_1_physics.usd.png
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/SM_AluminumStepLadder_D04_01/.thumbs/256x256/SM_AluminumStepLadder_D04_01_physics.usd.png,SM_AluminumStepLadder_D04_01_physics,Props/general/SM_AluminumStepLadder_D04_01/SM_AluminumStepLadder_D04_01_physics.usd,Prop general,Ladder,Q168639,10.0,Props/general/SM_AluminumStepLadder_D04_01/.thumbs/256x256/SM_AluminumStepLadder_D04_01_physics.usd.png
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/sm_barcodeprinter_a01_01/.thumbs/256x256/sm_barcodeprinter_a01_01_physics.usd.png,sm_barcodeprinter_a01_01_physics,Props/general/sm_barcodeprinter_a01_01/sm_barcodeprinter_a01_01_physics.usd,Prop general,Barcode Printer,Q1945572,15.0,Props/general/sm_barcodeprinter_a01_01/.thumbs/256x256/sm_barcodeprinter_a01_01_physics.usd.png
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/SM_BarcodeScanner_A01_01/.thumbs/256x256/SM_BarcodeScanner_A01_01_physics.usd.png,SM_BarcodeScanner_A01_01_physics,Props/general/SM_BarcodeScanner_A01_01/SM_BarcodeScanner_A01_01_physics.usd,Prop general,Barcode Reader,Q807980,1.0,Props/general/SM_BarcodeScanner_A01_01/.thumbs/256x256/SM_BarcodeScanner_A01_01_physics.usd.png
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/SM_BarcodeScanner_B01_01/.thumbs/256x256/SM_BarcodeScanner_B01_01_physics.usd.png,SM_BarcodeScanner_B01_01_physics,Props/general/SM_BarcodeScanner_B01_01/SM_BarcodeScanner_B01_01_physics.usd,Prop general,Barcode Reader,Q807980,0.5,Props/general/SM_BarcodeScanner_B01_01/.thumbs/256x256/SM_BarcodeScanner_B01_01_physics.usd.png
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/SM_BarcodeScanner_C01_01/.thumbs/256x256/SM_BarcodeScanner_C01_01_physics.usd.png,SM_BarcodeScanner_C01_01_physics,Props/general/SM_BarcodeScanner_C01_01/SM_BarcodeScanner_C01_01_physics.usd,Prop general,Barcode Reader,Q807980,1.5,Props/general/SM_BarcodeScanner_C01_01/.thumbs/256x256/SM_BarcodeScanner_C01_01_physics.usd.png
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/SM_BarcodeScanner_D01_01/.thumbs/256x256/SM_BarcodeScanner_D01_01_physics.usd.png,SM_BarcodeScanner_D01_01_physics,Props/general/SM_BarcodeScanner_D01_01/SM_BarcodeScanner_D01_01_physics.usd,Prop general,Barcode Reader,Q807980,0.5,Props/general/SM_BarcodeScanner_D01_01/.thumbs/256x256/SM_BarcodeScanner_D01_01_physics.usd.png
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/SM_BarcodeScanner_E01_01/.thumbs/256x256/SM_BarcodeScanner_E01_01_physics.usd.png,SM_BarcodeScanner_E01_01_physics,Props/general/SM_BarcodeScanner_E01_01/SM_BarcodeScanner_E01_01_physics.usd,Prop general,Barcode Reader,Q807980,1.5,Props/general/SM_BarcodeScanner_E01_01/.thumbs/256x256/SM_BarcodeScanner_E01_01_physics.usd.png
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/SM_BlockPallet_A01_WoodNewA_01/.thumbs/256x256/SM_BlockPallet_A01_WoodNewA_01_physics.usd.png,SM_BlockPallet_A01_WoodNewA_01_physics,Props/general/SM_BlockPallet_A01_WoodNewA_01/SM_BlockPallet_A01_WoodNewA_01_physics.usd,Prop general,Pallet,Q505996,25.0,Props/general/SM_BlockPallet_A01_WoodNewA_01/.thumbs/256x256/SM_BlockPallet_A01_WoodNewA_01_physics.usd.png
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/SM_BlockPallet_A02_WoodNewA_01/.thumbs/256x256/SM_BlockPallet_A02_WoodNewA_01_physics.usd.png,SM_BlockPallet_A02_WoodNewA_01_physics,Props/general/SM_BlockPallet_A02_WoodNewA_01/SM_BlockPallet_A02_WoodNewA_01_physics.usd,Prop general,Pallet,Q505996,25.0,Props/general/SM_BlockPallet_A02_WoodNewA_01/.thumbs/256x256/SM_BlockPallet_A02_WoodNewA_01_physics.usd.png
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/SM_BlockPallet_A03_WoodNewA_01/.thumbs/256x256/SM_BlockPallet_A03_WoodNewA_01_physics.usd.png,SM_BlockPallet_A03_WoodNewA_01_physics,Props/general/SM_BlockPallet_A03_WoodNewA_01/SM_BlockPallet_A03_WoodNewA_01_physics.usd,Prop general,Pallet,Q505996,20.0,Props/general/SM_BlockPallet_A03_WoodNewA_01/.thumbs/256x256/SM_BlockPallet_A03_WoodNewA_01_physics.usd.png
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/SM_BlockPallet_A04_WoodNewA_01/.thumbs/256x256/SM_BlockPallet_A04_WoodNewA_01_physics.usd.png,SM_BlockPallet_A04_WoodNewA_01_physics,Props/general/SM_BlockPallet_A04_WoodNewA_01/SM_BlockPallet_A04_WoodNewA_01_physics.usd,Prop general,Pallet,Q505996,25.0,Props/general/SM_BlockPallet_A04_WoodNewA_01/.thumbs/256x256/SM_BlockPallet_A04_WoodNewA_01_physics.usd.png
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/SM_BlockPallet_A05_WoodNewA_01/.thumbs/256x256/SM_BlockPallet_A05_WoodNewA_01_physics.usd.png,SM_BlockPallet_A05_WoodNewA_01_physics,Props/general/SM_BlockPallet_A05_WoodNewA_01/SM_BlockPallet_A05_WoodNewA_01_physics.usd,Prop general,Pallet,Q505996,25.0,Props/general/SM_BlockPallet_A05_WoodNewA_01/.thumbs/256x256/SM_BlockPallet_A05_WoodNewA_01_physics.usd.png
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/SM_BlockPallet_A06_WoodNewA_01/.thumbs/256x256/SM_BlockPallet_A06_WoodNewA_01_physics.usd.png,SM_BlockPallet_A06_WoodNewA_01_physics,Props/general/SM_BlockPallet_A06_WoodNewA_01/SM_BlockPallet_A06_WoodNewA_01_physics.usd,Prop general,Pallet,Q505996,25.0,Props/general/SM_BlockPallet_A06_WoodNewA_01/.thumbs/256x256/SM_BlockPallet_A06_WoodNewA_01_physics.usd.png
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/SM_BlockPallet_A07_WoodNewA_01/.thumbs/256x256/SM_BlockPallet_A07_WoodNewA_01_physics.usd.png,SM_BlockPallet_A07_WoodNewA_01_physics,Props/general/SM_BlockPallet_A07_WoodNewA_01/SM_BlockPallet_A07_WoodNewA_01_physics.usd,Prop general,Pallet,Q505996,25.0,Props/general/SM_BlockPallet_A07_WoodNewA_01/.thumbs/256x256/SM_BlockPallet_A07_WoodNewA_01_physics.usd.png
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/SM_BlockPallet_A08_WoodNewA_01/.thumbs/256x256/SM_BlockPallet_A08_WoodNewA_01_physics.usd.png,SM_BlockPallet_A08_WoodNewA_01_physics,Props/general/SM_BlockPallet_A08_WoodNewA_01/SM_BlockPallet_A08_WoodNewA_01_physics.usd,Prop general,Pallet,Q505996,25.0,Props/general/SM_BlockPallet_A08_WoodNewA_01/.thumbs/256x256/SM_BlockPallet_A08_WoodNewA_01_physics.usd.png
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/SM_BlockPallet_A09_WoodNewA_01/.thumbs/256x256/SM_BlockPallet_A09_WoodNewA_01_physics.usd.png,SM_BlockPallet_A09_WoodNewA_01_physics,Props/general/SM_BlockPallet_A09_WoodNewA_01/SM_BlockPallet_A09_WoodNewA_01_physics.usd,Prop general,Pallet,Q505996,25.0,Props/general/SM_BlockPallet_A09_WoodNewA_01/.thumbs/256x256/SM_BlockPallet_A09_WoodNewA_01_physics.usd.png
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/SM_BlockPallet_B02_01/.thumbs/256x256/SM_BlockPallet_B02_01_physics.usd.png,SM_BlockPallet_B02_01_physics,Props/general/SM_BlockPallet_B02_01/SM_BlockPallet_B02_01_physics.usd,Prop general,Pallet,Q505996,25.0,Props/general/SM_BlockPallet_B02_01/.thumbs/256x256/SM_BlockPallet_B02_01_physics.usd.png
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/SM_BlockPallet_B03_01/.thumbs/256x256/SM_BlockPallet_B03_01_physics.usd.png,SM_BlockPallet_B03_01_physics,Props/general/SM_BlockPallet_B03_01/SM_BlockPallet_B03_01_physics.usd,Prop general,Pallet,Q505996,25.0,Props/general/SM_BlockPallet_B03_01/.thumbs/256x256/SM_BlockPallet_B03_01_physics.usd.png
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/SM_Box_A01_Blue_01/.thumbs/256x256/SM_Box_A01_Blue_01_physics.usd.png,SM_Box_A01_Blue_01_physics,Props/general/SM_Box_A01_Blue_01/SM_Box_A01_Blue_01_physics.usd,Prop general,Box,Q188075,1.0,Props/general/SM_Box_A01_Blue_01/.thumbs/256x256/SM_Box_A01_Blue_01_physics.usd.png
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/SM_BulkStorageRack_A03_01/.thumbs/256x256/SM_BulkStorageRack_A03_01_physics.usd.png,SM_BulkStorageRack_A03_01_physics,Props/general/SM_BulkStorageRack_A03_01/SM_BulkStorageRack_A03_01_physics.usd,Prop general,Rack with Shelves,Q2637814,200.0,Props/general/SM_BulkStorageRack_A03_01/.thumbs/256x256/SM_BulkStorageRack_A03_01_physics.usd.png
https://huggingface.co/datasets/nvidia/physicalai-simready-warehouse-01/resolve/main/Props/general/sm_cardboardboxesfolded_a01_brown_01/.thumbs/256x256/sm_cardboardboxesfolded_a01_brown_01_physics.usd.png,sm_cardboardboxesfolded_a01_brown_01_physics,Props/general/sm_cardboardboxesfolded_a01_brown_01/sm_cardboardboxesfolded_a01_brown_01_physics.usd,Prop general,Cardboard Box,Q1395006,0.5,Props/general/sm_cardboardboxesfolded_a01_brown_01/.thumbs/256x256/sm_cardboardboxesfolded_a01_brown_01_physics.usd.png
